,{}
best_classifier_training_time,2.751111887018851
best_classifier_inference_time,1.3758695250180608
best_classifier_recall,0.6487985212569316
best_classifier_precision,0.06655290102389079
best_classifier_f1,0.12072226999140157
best_classifier_TN,524271
best_classifier_FP,4923
best_classifier_FN,190
best_classifier_TP,351
best_classifier_auc,0.9789561885054687
best_classifier_p_auc_10,0.8972703363506291
best_classifier_p_auc_20,0.9415449680707464
best_classifier_p_auc_30,0.958737624520527
training_time_avg,2.751111887018851
inference_time_avg,1.3758695250180608
auc_avg,0.9789561885054687
auc_std,0.0
p_auc_10_avg,0.8972703363506291
p_auc_10_std,0.0
p_auc_20_avg,0.9415449680707464
p_auc_20_std,0.0
p_auc_30_avg,0.958737624520527
p_auc_30_std,0.0
recall_avg,0.6487985212569316
recall_std,0.0
