,{}
best_classifier_training_time,1.27621348399407
best_classifier_inference_time,2.2124314019965823
best_classifier_recall,0.0
best_classifier_precision,0.0
best_classifier_f1,0.0
best_classifier_TN,850738
best_classifier_FP,3923
best_classifier_FN,198
best_classifier_TP,0
best_classifier_auc,0.5180518292567983
best_classifier_p_auc_10,0.5298607466774501
best_classifier_p_auc_20,0.531343814349723
best_classifier_p_auc_30,0.5210228429572165
training_time_avg,1.27621348399407
inference_time_avg,2.2124314019965823
auc_avg,0.5180518292567983
auc_std,0.0
p_auc_10_avg,0.5298607466774501
p_auc_10_std,0.0
p_auc_20_avg,0.531343814349723
p_auc_20_std,0.0
p_auc_30_avg,0.5210228429572165
p_auc_30_std,0.0
recall_avg,0.0
recall_std,0.0
