,{}
best_classifier_training_time,2.6815240519881627
best_classifier_inference_time,1.1686747019975883
best_classifier_recall,0.6115384615384616
best_classifier_precision,0.25811688311688313
best_classifier_f1,0.363013698630137
best_classifier_TN,65533
best_classifier_FP,457
best_classifier_FN,101
best_classifier_TP,159
best_classifier_auc,0.9869030855490925
best_classifier_p_auc_10,0.9351090184809011
best_classifier_p_auc_20,0.9636196820808125
best_classifier_p_auc_30,0.9743197755864559
training_time_avg,2.6815240519881627
inference_time_avg,1.1686747019975883
auc_avg,0.9869030855490925
auc_std,0.0
p_auc_10_avg,0.9351090184809011
p_auc_10_std,0.0
p_auc_20_avg,0.9636196820808125
p_auc_20_std,0.0
p_auc_30_avg,0.9743197755864559
p_auc_30_std,0.0
recall_avg,0.6115384615384616
recall_std,0.0
