,{}
best_classifier_training_time,13.470265864023531
best_classifier_inference_time,7.281733303047076
best_classifier_recall,0.04040404040404041
best_classifier_precision,0.0009409550693954364
best_classifier_f1,0.001839080459770115
best_classifier_TN,846167
best_classifier_FP,8494
best_classifier_FN,190
best_classifier_TP,8
best_classifier_auc,0.4786897726677358
best_classifier_p_auc_10,0.5125759501246883
best_classifier_p_auc_20,0.5152498151645377
best_classifier_p_auc_30,0.5074243262943744
training_time_avg,13.470265864023531
inference_time_avg,7.281733303047076
auc_avg,0.4786897726677358
auc_std,0.0
p_auc_10_avg,0.5125759501246883
p_auc_10_std,0.0
p_auc_20_avg,0.5152498151645377
p_auc_20_std,0.0
p_auc_30_avg,0.5074243262943744
p_auc_30_std,0.0
recall_avg,0.04040404040404041
recall_std,0.0
