,{}
best_classifier_training_time,1.9745226900005264
best_classifier_inference_time,0.9228488229994127
best_classifier_recall,0.47368421052631576
best_classifier_precision,0.10142749812171299
best_classifier_f1,0.1670792079207921
best_classifier_TN,131019
best_classifier_FP,1196
best_classifier_FN,150
best_classifier_TP,135
best_classifier_auc,0.9873805623615443
best_classifier_p_auc_10,0.9337919793961603
best_classifier_p_auc_20,0.9649460065598453
best_classifier_p_auc_30,0.975256004630479
training_time_avg,1.9745226900005264
inference_time_avg,0.9228488229994127
auc_avg,0.9873805623615443
auc_std,0.0
p_auc_10_avg,0.9337919793961603
p_auc_10_std,0.0
p_auc_20_avg,0.9649460065598453
p_auc_20_std,0.0
p_auc_30_avg,0.975256004630479
p_auc_30_std,0.0
recall_avg,0.47368421052631576
recall_std,0.0
