,{}
best_classifier_training_time,0.5539989719982259
best_classifier_inference_time,1.1131666349974694
best_classifier_recall,0.0
best_classifier_precision,0.0
best_classifier_f1,0.0
best_classifier_TN,465820
best_classifier_FP,4672
best_classifier_FN,99
best_classifier_TP,0
best_classifier_auc,0.9279243533332869
best_classifier_p_auc_10,0.6468934170296731
best_classifier_p_auc_20,0.8044871584768827
best_classifier_p_auc_30,0.8586752026142882
training_time_avg,0.5539989719982259
inference_time_avg,1.1131666349974694
auc_avg,0.9279243533332869
auc_std,0.0
p_auc_10_avg,0.6468934170296731
p_auc_10_std,0.0
p_auc_20_avg,0.8044871584768827
p_auc_20_std,0.0
p_auc_30_avg,0.8586752026142882
p_auc_30_std,0.0
recall_avg,0.0
recall_std,0.0
