,{}
best_classifier_training_time,0.3682792450126726
best_classifier_inference_time,0.1864997220072837
best_classifier_recall,0.20350877192982456
best_classifier_precision,0.03763789746917586
best_classifier_f1,0.06352683461117196
best_classifier_TN,130732
best_classifier_FP,1483
best_classifier_FN,227
best_classifier_TP,58
best_classifier_auc,0.8930583824459231
best_classifier_p_auc_10,0.629404581062163
best_classifier_p_auc_20,0.7349721870831355
best_classifier_p_auc_30,0.792596549066128
training_time_avg,0.3682792450126726
inference_time_avg,0.1864997220072837
auc_avg,0.8930583824459231
auc_std,0.0
p_auc_10_avg,0.629404581062163
p_auc_10_std,0.0
p_auc_20_avg,0.7349721870831355
p_auc_20_std,0.0
p_auc_30_avg,0.792596549066128
p_auc_30_std,0.0
recall_avg,0.20350877192982456
recall_std,0.0
