,"{'alpha': 0.6, 'beta': 4, 'n_clusters': 4, 'use_weights': False}"
best_classifier_training_time,30.444088375028514
best_classifier_inference_time,3.9540796029832563
best_classifier_recall,0.0
best_classifier_precision,0.0
best_classifier_f1,0.0
best_classifier_TN,465788
best_classifier_FP,4704
best_classifier_FN,99
best_classifier_TP,0
best_classifier_auc,0.9410195211941044
best_classifier_p_auc_10,0.7647394350677409
best_classifier_p_auc_20,0.8422590424792376
best_classifier_p_auc_30,0.8846818214728953
training_time_avg,29.482901823187422
inference_time_avg,3.833332059017266
auc_avg,0.9409168219092724
auc_std,7.164325190175205e-05
p_auc_10_avg,0.7638069331004879
p_auc_10_std,0.00046657373775460943
p_auc_20_avg,0.8419329158817469
p_auc_20_std,0.0001973437246236591
p_auc_30_avg,0.884475811330353
p_auc_30_std,0.00013672357832843614
recall_avg,0.0
recall_std,0.0
