,{}
best_classifier_training_time,0.071811981000792
best_classifier_inference_time,0.12129687899869168
best_classifier_recall,0.007692307692307693
best_classifier_precision,0.0030165912518853697
best_classifier_f1,0.004333694474539546
best_classifier_TN,65329
best_classifier_FP,661
best_classifier_FN,258
best_classifier_TP,2
best_classifier_auc,0.6619406203737163
best_classifier_p_auc_10,0.49519403320218436
best_classifier_p_auc_20,0.5265793962566201
best_classifier_p_auc_30,0.5748542274219071
training_time_avg,0.071811981000792
inference_time_avg,0.12129687899869168
auc_avg,0.6619406203737163
auc_std,0.0
p_auc_10_avg,0.49519403320218436
p_auc_10_std,0.0
p_auc_20_avg,0.5265793962566201
p_auc_20_std,0.0
p_auc_30_avg,0.5748542274219071
p_auc_30_std,0.0
recall_avg,0.007692307692307693
recall_std,0.0
