,{}
best_classifier_training_time,0.2966517559998465
best_classifier_inference_time,0.15514476299813396
best_classifier_recall,0.1
best_classifier_precision,0.0392156862745098
best_classifier_f1,0.05633802816901408
best_classifier_TN,65353
best_classifier_FP,637
best_classifier_FN,234
best_classifier_TP,26
best_classifier_auc,0.8187271381444741
best_classifier_p_auc_10,0.5770773758507147
best_classifier_p_auc_20,0.6132846954278232
best_classifier_p_auc_30,0.6723090042666092
training_time_avg,0.2966517559998465
inference_time_avg,0.15514476299813396
auc_avg,0.8187271381444741
auc_std,0.0
p_auc_10_avg,0.5770773758507147
p_auc_10_std,0.0
p_auc_20_avg,0.6132846954278232
p_auc_20_std,0.0
p_auc_30_avg,0.6723090042666092
p_auc_30_std,0.0
recall_avg,0.1
recall_std,0.0
