,"{'alpha': 0.6, 'beta': 4, 'n_clusters': 4, 'use_weights': False}"
best_classifier_training_time,31.493892079088255
best_classifier_inference_time,3.703505589190172
best_classifier_recall,0.0
best_classifier_precision,0.0
best_classifier_f1,0.0
best_classifier_TN,465786
best_classifier_FP,4706
best_classifier_FN,99
best_classifier_TP,0
best_classifier_auc,0.8979394941568581
best_classifier_p_auc_10,0.748147135110927
best_classifier_p_auc_20,0.8062353582957547
best_classifier_p_auc_30,0.8276968557578441
training_time_avg,32.100439856507
inference_time_avg,3.73384095072106
auc_avg,0.8964504575781707
auc_std,0.001502767475192348
p_auc_10_avg,0.747593807973603
p_auc_10_std,0.0003816974477431117
p_auc_20_avg,0.8054223091708674
p_auc_20_std,0.0006384532985179406
p_auc_30_avg,0.8265324071904017
p_auc_30_std,0.0014276992095518131
recall_avg,0.0
recall_std,0.0
